鄉鎮市區,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_車位,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,年份(+1911),月份,建築完成年,建築完成月,成交時屋齡, 總價.元. ,單價.元.坪,土地移轉總面積.坪,建物移轉總面積.坪,車位移轉總面積.坪,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
內湖區,1,1,0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,8,NA,NA,NA,16000000,582581.8182,10.39687821,27.46385141,0,308466,2774954,121.57959,25.08163
內湖區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,9,NA,NA,NA,12750000,826446.281,15.42743058,0,0,308243,2774471,121.57736,25.07728
內湖區,1,1,1,二層,9,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,2009,12,4,7970000,481226.4463,2.619638212,16.56180047,0,307668,2775284,121.57169,25.08464
中山區,1,1,1,一層，二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,3,有,有,NA,2013,7,2000,12,13,59800000,763828.0992,28.06884869,78.2896727,0,306809,2774500,121.56315,25.0776
內湖區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,8,1984,10,29,8800000,339966.9421,7.925464335,25.88480852,0,312470,2773730,121.61923,25.07042
內湖區,2,1,0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1998,7,15,8600000,591054.5455,4.434630044,14.55018452,0,306769,2775533,121.56279,25.08692
松山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,8,NA,NA,NA,16880000,606803.3058,13.18591566,27.81777482,0,306386,2771044,121.55881,25.04641
南港區,2,1,0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2003,12,10,17000000,349950.4132,19.03018936,48.5782564,0,312154,2769851,121.61592,25.03542
信義區,0,0,1,二層,10,其他,住家用,鋼筋混凝土造,0,0,0,有,有,NA,2013,8,2006,12,7,2450000,NA,0.438623026,10.5330026,10.5330026,307545,2770851,121.57029,25.04463
信義區,1,1,0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,2,1,有,有,NA,2013,8,2010,2,3,20000000,973147.1074,4.737128683,20.55175752,0,307442,2770780,121.56927,25.04399
信義區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,7,1990,4,23,28000000,670836.3636,16.32585153,41.73876218,0,306605,2768807,121.56089,25.02621
松山區,3,1,0,十一層,18,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,3,2,1,有,有,NA,2013,8,2002,3,11,27660000,674869.4215,8.587936354,40.98554057,0,306001,2771965,121.55503,25.05474
內湖區,2,1,2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,9,2013,6,NA,59300000,828072.7273,8.593986327,87.50983121,21.45320346,309820,2774990,121.59301,25.0819
松山區,1,1,1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,9,2006,12,7,24250000,398674.3802,13.09214109,60.82642628,0,306604,2772139,121.56102,25.05629
南港區,1,1,0,八層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,2,有,有,NA,2013,7,2012,10,1,20300000,728003.3058,2.165890253,27.88432452,0,311221,2772049,121.60677,25.0553
士林區,1,1,0,三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,0,1,有,有,NA,2013,8,1997,4,16,4600000,661444.6281,2.105390526,6.954443705,0,303412,2779214,121.52966,25.12028
北投區,2,1,0,七層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,1,1,有,有,NA,2013,8,2005,11,8,5910000,478267.7686,2.776937504,12.35706939,0,300714,2780802,121.50296,25.13471
士林區,1,1,0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,9,1987,10,26,35080000,754059.5041,9.117308972,46.52126565,0,303481,2778195,121.5303,25.11107
士林區,1,1,0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,1,2,有,有,NA,2013,8,1979,1,34,8300000,327186.7769,4.91560288,25.36753585,0,301697,2774880,121.51249,25.08121
北投區,1,2,0,地下一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,2,2,1,有,有,NA,2013,8,1986,10,27,6300000,193970.2479,4.749228628,32.47927884,0,301352,2781512,121.50931,25.14109
北投區,6,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,7,NA,NA,NA,17500000,227986.7769,76.75902958,0,0,300390,2781647,121.49978,25.14235
大安區,2,1,1,二十一層，二十層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,5,2,3,有,有,NA,2013,8,1989,8,24,110000000,955880.9917,11.12287495,115.0735072,10.96860064,305524,2769167,121.55019,25.0295
大安區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,7,NA,NA,NA,143800000,1584571.901,90.74959163,0,0,303805,2769025,121.53315,25.02828
文山區,2,1,0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2013,8,2000,10,13,11000000,524198.3471,5.405650675,20.98433057,0,306009,2763837,121.55478,24.98136
中正區,1,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,1,1,有,無,NA,2013,5,1979,5,34,5320000,229084.2975,7.135942888,23.2228205,0,300940,2769358,121.50478,25.03138
大安區,4,1,0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,8,1977,8,36,76000000,1400991.736,6.878819045,54.24708089,0,305695,2769662,121.55191,25.03396
大安區,1,1,2,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,3,有,有,NA,2010,11,2013,5,NA,111080000,1145490.909,13.1768407,111.7550971,21.76780204,305282,2769022,121.54779,25.0282
萬華區,1,1,0,全,2,透天厝,住家用,磚造,2,1,1,有,無,NA,2013,6,NA,NA,NA,1343600,276737.1901,3.176235707,4.855103152,0,300091,2770088,121.49639,25.038
內湖區,1,1,1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,7,2008,6,5,35500000,697507.438,11.99407103,50.89237098,0,311416,2773910,121.60879,25.07209
內湖區,1,1,0,二十層,21,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1997,1,16,6990000,600191.7355,2.268739791,11.64619759,0,310266,2774758,121.59743,25.07979
內湖區,1,1,0,七層,10,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,3,2,2,有,有,NA,2013,6,1997,5,16,19000000,478806.6116,15.04325731,39.68177143,0,308188,2772100,121.57671,25.05588
中山區,1,1,1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2007,6,6,75000000,1022238.017,21.35942888,73.36801984,0,307067,2774502,121.5657,25.0776
內湖區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,1,4,有,無,NA,2013,8,1982,2,31,17000000,504654.5455,8.249137879,33.68624841,0,308211,2774996,121.57706,25.08202
內湖區,1,1,0,一層,8,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,3,1,1,有,有,NA,2013,9,1997,5,16,15000000,383709.0909,14.67420897,39.09189909,0,308203,2772086,121.57686,25.05575
中山區,1,1,0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2013,8,1982,11,31,23170000,649993.3884,4.476979854,35.64643959,0,304221,2772354,121.53741,25.05832
內湖區,1,1,1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,8,1990,6,23,27500000,505021.4876,9.574081917,54.45277996,0,311533,2774090,121.60995,25.07371
南港區,1,1,0,十八層,19,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,3,2,1,有,有,NA,2013,8,1998,5,15,18800000,474707.438,6.71546978,39.60312179,0,309741,2770283,121.59203,25.03941
信義區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,8,NA,NA,NA,10500000,500876.0331,7.713715288,20.96315567,0,306856,2768680,121.56337,25.02505
松山區,1,1,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,6,1983,10,30,28600000,655200,8.261237824,43.65055357,0,307285,2771382,121.56773,25.04943
信義區,2,1,0,九層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,1,1,1,有,有,NA,2013,7,1997,3,16,9000000,574476.0331,2.023715893,15.6664045,0,307657,2770977,121.5714,25.04576
士林區,2,1,0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,3,1,1,有,無,NA,2013,8,1969,4,44,7900000,403332.2314,6.579345393,19.58678686,0,301563,2775039,121.51116,25.08265
士林區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,5,1984,9,29,21000000,585785.124,9.71323129,35.84911368,0,303255,2778247,121.52806,25.11155
大安區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,3,2,2,有,無,NA,2013,7,NA,NA,NA,10032200,381990.0826,9.982455079,26.26293182,0,303660,2768656,121.5317,25.02495
大安區,1,1,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,7,1984,10,29,27500000,856823.1405,6.03787283,32.09510557,0,304683,2769213,121.54186,25.02994
大安區,1,1,1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,3,有,有,NA,2013,8,2010,6,3,89660000,1083993.388,16.6223002,82.7122028,9.453082461,304667,2769093,121.5417,25.02886
北投區,2,2,1,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,7,1992,1,21,5409768,106145.4545,14.49270978,50.96194567,0,301283,2781326,121.50862,25.13942
北投區,1,1,1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,2,有,有,NA,2013,8,1993,11,20,12500000,353001.6529,13.72133825,35.41049065,0,300785,2781673,121.5037,25.14257
松山區,1,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,加強磚造,3,1,1,有,無,NA,2013,7,1969,5,44,2461167,79500.82645,3.000786496,30.95771069,0,305124,2770959,121.5463,25.04569
中山區,1,1,1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,7,1997,10,16,36980000,690862.8099,8.536511586,53.52713413,0,305504,2775134,121.55024,25.08337
內湖區,2,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2013,7,1980,8,33,10500000,478902.4793,10.90507593,21.92510134,0,309537,2775537,121.59023,25.08685
中山區,1,1,1,五層，六層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,7,1996,5,17,12000000,511798.3471,3.763083066,23.44666949,0,305661,2774639,121.55177,25.07889
內湖區,1,1,1,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2013,8,1996,6,17,10800000,363087.6033,6.107447516,29.74469115,0,312105,2773330,121.61559,25.06682
中山區,1,1,0,五層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,0,0,有,有,NA,2013,8,1974,11,39,4300000,452846.281,1.255369351,9.495432271,0,302979,2772045,121.52509,25.05557
內湖區,1,1,0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,8,2008,6,5,33600000,712747.1074,10.9776756,47.14138786,0,311395,2773931,121.60858,25.07228
大同區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,8,NA,NA,NA,1176280,1944264.463,0.604997278,0,0,301456,2772526,121.51001,25.05997
大安區,4,1,0,九層，陽台,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,8,NA,NA,NA,29200000,979193.3884,4.156331297,29.82031581,0,305073,2770599,121.54578,25.04244
文山區,0,0,1,地下二層，地下一層,7,其他,見使用執照,鋼筋混凝土造,0,0,0,有,無,NA,2013,8,1994,4,19,1350000,NA,0.508197713,13.44001452,13.44001452,305099,2765275,121.54583,24.99438
大安區,1,1,1,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,8,1986,1,27,54700000,927123.9669,5.792848932,58.9993345,11.57964789,305544,2768961,121.55038,25.02764
大安區,1,1,0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,8,NA,NA,NA,19680000,458671.0744,13.83931272,42.90640692,0,304309,2768950,121.53815,25.02758
大安區,2,1,1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,1982,2,31,50100000,803279.3388,5.596224817,62.37219433,0,305663,2769279,121.55158,25.0305
大安區,1,1,0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2013,8,NA,NA,NA,17630000,777910.7438,4.346905439,22.66319802,0,305508,2768468,121.55001,25.02319
大安區,1,1,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,8,1981,4,32,32580000,803150.4132,6.981668582,40.56506746,0,305686,2768878,121.55179,25.02688
士林區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2013,6,1975,5,38,6950000,382029.7521,7.562465969,18.19226813,0,301120,2775537,121.50679,25.08716
北投區,1,1,0,地下一層,16,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,3,2,1,有,有,NA,2013,7,2000,11,13,9280000,235097.5207,12.61419324,39.47304737,0,303424,2780686,121.52983,25.13357
士林區,2,1,1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2004,5,9,16880000,425642.9752,4.682678928,39.65757154,5.913848388,301084,2775305,121.50643,25.08507
士林區,2,1,0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,3,2,2,有,有,NA,2013,9,1978,7,35,13600000,382628.0992,19.36596285,35.54359005,0,301657,2774974,121.51209,25.08206
北投區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,9,1977,5,36,11200000,354948.7603,11.60989776,31.55363301,0,300830,2780519,121.5041,25.13215
士林區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,8,1973,12,40,8500000,334872.7273,6.579345393,25.38266078,0,300904,2775618,121.50465,25.0879
松山區,2,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,7,1978,6,35,8500000,252304.1322,10.4664529,33.6892734,0,306092,2772074,121.55594,25.05572
松山區,1,1,0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,1,有,有,NA,2013,9,1982,7,31,6270000,191421.4876,5.060802226,32.7545526,0,306303,2771333,121.558,25.04902
南港區,2,1,1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2003,12,10,18390000,339798.3471,21.45622845,54.12003146,0,312157,2769848,121.61595,25.03539
南港區,3,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,8,NA,NA,NA,445000,146667.7686,3.034061347,0,0,309986,2771396,121.5945,25.04945
南港區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,8,NA,NA,NA,4235056,1120013.223,3.781232984,0,0,310438,2771888,121.599,25.05387
松山區,1,1,0,陽台，四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,1,有,無,NA,2013,8,1975,11,38,7000000,255302.4793,9.604331781,27.41847662,0,307014,2771267,121.56504,25.0484
信義區,1,1,2,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0,0,0,無,有,NA,2013,8,2012,4,1,110300000,1153361.983,16.68582491,121.5379031,30.9335108,308921,2770065,121.58389,25.03748
松山區,1,1,1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2013,8,2007,8,6,27000000,931642.9752,6.700344848,39.88142053,14.12366144,306075,2770999,121.55573,25.04602
信義區,0,0,1,地下一層,10,其他,停車空間,鋼筋混凝土造,0,0,0,有,有,NA,2013,9,1994,7,19,2450000,NA,0.17544921,10.40595317,0,307785,2768401,121.57256,25.0225
南港區,1,1,0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,7,2008,9,5,5000000,614459.5041,1.960191179,8.137213383,0,312011,2772749,121.61463,25.06158
內湖區,1,1,1,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2013,8,2008,9,5,22000000,670234.7107,5.305826124,32.82412729,0,311611,2773616,121.61071,25.06943
中山區,2,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1978,3,35,6200000,396208.2645,1.987416057,15.64825458,0,303317,2773111,121.52848,25.06518
中山區,2,1,1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,9,2010,9,3,39400000,663752.0661,5.206001573,59.3562829,13.21011555,304140,2772618,121.53662,25.0607
中山區,2,2,1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,1984,6,29,33200000,623094.2149,7.840764717,53.28211023,11.31344909,305022,2774893,121.54545,25.08121
中山區,0,0,3,地下一層，地下二層，地下三層，地下四層,9,其他,見使用執照,鋼筋混凝土造,0,0,0,有,有,NA,2013,8,1992,12,21,4510000,NA,1.972291125,27.93877428,0,304285,2771718,121.53802,25.05257
萬華區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,2,有,無,NA,2013,7,1978,3,35,7100000,349791.7355,4.174481215,20.29765866,0,299874,2768482,121.49418,25.02351
中正區,1,2,0,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0,0,0,無,有,NA,2013,8,1971,10,42,100000000,769771.9008,23.21677052,129.9080404,0,302685,2770612,121.52212,25.04264
內湖區,0,0,1,地下三層，地下四層,12,其他,停車空間,鋼筋混凝土造,0,0,0,有,無,NA,2013,7,1998,9,15,1130000,NA,0.426523081,12.5778934,0,309471,2773976,121.58951,25.07276
內湖區,1,1,0,一層,3,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2001,8,12,22780000,520859.5041,23.60699377,43.73525319,0,311742,2774423,121.61204,25.07671
中山區,1,1,0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,7,1985,3,28,31350000,870601.6529,9.810030855,36.00943796,0,304822,2772444,121.54337,25.05911
內湖區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,7,1986,11,27,15000000,365279.3388,13.30691512,41.06419021,0,312486,2773805,121.61939,25.0711
內湖區,1,2,1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1992,8,21,7300000,412800,4.023231895,17.68407042,5.466150402,309236,2775715,121.58726,25.08847
中山區,0,0,1,地下一層，地下二層,7,其他,商業用,鋼筋混凝土造,0,0,0,有,無,NA,2013,8,1993,1,20,1500000,NA,0.378123298,8.288462702,0,305529,2775085,121.55048,25.08292
內湖區,1,1,0,一層，停車場，走廊,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0,0,1,有,無,NA,2013,8,1979,9,34,31000000,793920.6612,8.200738097,39.04652429,0,312051,2773408,121.61506,25.06753
大同區,1,1,1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,9,2012,9,1,26680000,603685.9504,9.643656604,44.19505112,4.870228084,301954,2774202,121.51501,25.07508
萬華區,2,1,0,一層，騎樓,4,店面(店鋪),工業用,鋼筋混凝土造,0,0,0,無,無,NA,2013,7,1972,5,41,11500000,586674.3802,7.41121665,19.60191179,0,299972,2769925,121.49521,25.03653
大同區,2,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,8,1974,5,39,11200000,425229.7521,10.05807974,26.33855648,0,302268,2774187,121.51812,25.07493
萬華區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2013,8,1981,9,32,4450000,132961.9835,9.434932543,33.46844939,0,300533,2768275,121.50071,25.02162
萬華區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,1,有,無,NA,2013,8,1971,9,42,9000000,481580.1653,5.974348115,18.6883659,0,300310,2769485,121.49854,25.03255
文山區,1,1,0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,2,1,有,有,NA,2013,8,2004,11,9,8200000,613705.7851,2.132615403,13.36136487,0,304650,2765169,121.54137,24.99344
文山區,1,1,0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,8,2011,1,2,30680000,830099.1736,5.562949967,36.95928368,0,304101,2766284,121.53598,25.00352
文山區,2,1,0,二層，三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,8,1990,8,23,21980000,432737.1901,12.16347026,50.79254643,0,306823,2763799,121.56284,24.98099
文山區,2,1,4,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0,0,0,無,有,NA,2013,4,2006,7,7,60000000,583117.3554,11.83072176,102.894912,0,307986,2765031,121.57441,24.99207
文山區,1,1,0,八層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1994,7,19,6450000,553970.2479,3.070361183,11.64317261,0,307681,2764391,121.57137,24.9863
文山區,1,2,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,2,2,有,有,NA,2013,8,2009,8,4,17000000,514776.8595,6.736644685,33.02377639,0,307103,2764696,121.56565,24.98908
文山區,2,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,6,0,6,有,無,NA,2013,8,NA,NA,NA,13000000,390895.8678,17.06999819,33.25670034,0,306018,2764092,121.55488,24.98366
中正區,1,1,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,1983,9,30,15600000,458892.562,6.370621332,33.99479702,0,301839,2768617,121.51366,25.02466
文山區,16,1,1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,8,1993,6,20,20800000,311471.0744,16.98529857,66.77959949,15.23988142,308291,2766261,121.57749,25.00316
文山區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,2,有,無,NA,2013,8,1980,7,33,10000000,317252.8926,9.746506141,31.52035816,0,305963,2766160,121.55442,25.00233
萬華區,1,1,1,十九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,7,2011,1,2,34650000,593223.1405,9.105209027,58.40946216,10.03690483,300105,2768481,121.49647,25.02349
大同區,2,1,0,十六層,18,套房(1房1廳1衛),商業用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,1990,3,23,8500000,534204.9587,1.44896848,15.9114284,0,302093,2772810,121.51633,25.06251
大同區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,1,有,無,NA,2013,8,NA,NA,NA,8500000,441533.8843,5.369350838,19.25101337,0,302407,2774199,121.5195,25.07504
內湖區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,8,1982,10,31,16600000,556720.6612,7.998064009,29.81729082,0,310162,2775176,121.59641,25.08357
內湖區,1,1,2,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,8,2011,9,2,57200000,589160.3306,12.19069514,97.08693811,0,308581,2774888,121.58073,25.08103
中山區,0,0,1,地下二層,15,其他,見使用執照,鋼筋混凝土造,0,0,0,有,有,NA,2013,9,1988,7,25,2850000,NA,0.961945671,8.81783532,0,303455,2771146,121.52977,25.04744
內湖區,1,1,0,全,4,透天厝,住家用,鋼筋混凝土造,10,2,10,有,無,NA,2013,8,1990,4,23,59000000,351768.595,57.49289128,167.7233952,0,311916,2774264,121.61376,25.07526
中山區,1,1,0,七層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,1,1,1,有,有,NA,2013,8,2009,6,4,10100000,666700.8264,0.87119608,15.14913183,0,302790,2773059,121.52325,25.06473
內湖區,1,2,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,2,有,有,NA,2013,8,1993,12,20,11700000,402641.3223,8.839010224,29.05801924,0,309183,2775612,121.58673,25.08754
萬華區,1,1,0,一層，騎樓，夾層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,3,1,2,有,無,NA,2013,8,1972,7,41,12000000,438046.281,6.972593623,27.39427673,0,299788,2769703,121.49338,25.03454
內湖區,1,1,2,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,3,有,有,NA,2013,8,2009,9,4,43200000,534849.5868,12.78964245,80.77318652,0,309364,2775221,121.5885,25.08401
內湖區,2,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,8,NA,NA,NA,19037334,943953.719,20.16758425,0,0,307657,2775397,121.57159,25.08566
中山區,1,1,1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0,0,0,無,有,NA,2013,7,2004,3,9,84360000,1342039.669,8.584911368,62.85921713,0,304272,2771511,121.53788,25.0507
內湖區,0,0,1,地下一層，地下二層,12,其他,停車空間,鋼筋混凝土造,0,0,0,有,有,NA,2013,8,2007,10,6,1300000,NA,0.725996733,10.19722911,10.19722911,312221,2773315,121.61674,25.06668
內湖區,1,1,1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,7,1998,1,15,22500000,462333.8843,10.35755339,48.665981,5.959223183,311288,2773558,121.6075,25.06892
內湖區,1,1,2,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2011,5,2013,7,NA,37000000,557223.1405,12.44781898,80.25591385,21.93115131,309684,2775183,121.59167,25.08365
內湖區,1,1,1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2011,6,2013,7,NA,14700000,526109.0909,5.157601791,35.4225906,11.28319923,309338,2775722,121.58827,25.08853
