鄉鎮市區,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_車位,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,年份(+1911),月份,建築完成年,建築完成月,成交時屋齡, 總價.元. ,單價.元.坪,土地移轉總面積.坪,建物移轉總面積.坪,車位移轉總面積.坪,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
北投區,2,2,4,十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,6,4,6,有,無,NA,2009,11,2012,8,NA,70197000,339332.2314,21.10835501,206.8667191,55.04265231,297276,2779204,121.46881,25.12039
大安區,1,1,0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,2,有,無,NA,2012,9,NA,NA,NA,21000000,856105.7851,4.688728901,24.52961462,0,304961,2770796,121.54468,25.04422
大安區,1,1,2,十七層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,3,2,3,有,無,NA,2012,10,2012,5,0,133000000,1078823.14,11.54032307,142.3316595,24.61128925,304652,2770154,121.54159,25.03844
大安區,1,1,2,十六層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,3,2,3,有,無,NA,2012,10,2012,5,0,133000000,1078823.14,11.54032307,142.3316595,24.61128925,304645,2770161,121.54152,25.0385
大安區,1,1,1,十一層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,3,2,2,有,無,NA,2012,10,2012,5,0,67250000,1054181.818,5.974348115,73.25609535,12.30866961,304672,2770134,121.54179,25.03826
士林區,1,1,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,9,1985,10,27,23800000,617057.8512,8.209813056,38.56857644,0,303414,2777571,121.52961,25.10544
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2012,3,2012,3,0,18100000,582519.0083,6.379696291,31.07266017,0,309449,2770996,121.58916,25.04586
南港區,1,1,1,五層,6,華廈(10層含以下有電梯),住家用,預力混凝土造,3,2,2,有,有,NA,2012,8,1991,10,21,25700000,520456.1983,13.33414,49.37987779,4.954927703,309343,2770343,121.58809,25.03997
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,16460000,551497.5207,6.131647408,29.8445157,0,309437,2771008,121.58905,25.04597
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,7,2012,3,NA,15820000,530052.8926,6.131647408,29.8445157,0,309453,2770992,121.5892,25.04582
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,1,2012,3,NA,20200000,595272.7273,6.358521387,39.07072418,9.50450723,309454,2770991,121.58921,25.04582
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2010,7,2012,3,NA,9620000,452429.7521,4.313630589,21.26262932,0,309432,2771013,121.589,25.04601
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,16250000,549639.6694,6.131647408,29.56319197,0,309453,2770992,121.5892,25.04582
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,19550000,567884.2975,6.358521387,39.35204792,9.50450723,309425,2771020,121.58893,25.04608
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,7,2012,3,NA,15600000,522667.7686,6.131647408,29.84754069,0,309448,2770998,121.58915,25.04588
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,17970000,536723.9669,6.358521387,39.35204792,9.50450723,309454,2770991,121.58921,25.04582
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,18130000,542085.9504,6.358521387,39.35204792,9.50450723,309449,2770996,121.58916,25.04586
南港區,3,1,1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,18410000,551467.7686,6.358521387,39.35204792,9.50450723,309424,2771021,121.58892,25.04609
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,18200000,509431.405,6.64892008,40.32306855,9.50450723,309447,2770999,121.58914,25.04589
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,15710000,509775.2066,6.425071087,30.81856132,0,309425,2771021,121.58893,25.04609
南港區,3,1,1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,18130000,516892.562,6.64892008,40.32306855,9.50450723,309424,2771022,121.58892,25.0461
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,16000000,541183.4711,6.131647408,29.56319197,0,309438,2771008,121.58906,25.04597
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,15920000,538479.3388,6.131647408,29.56319197,0,309450,2770995,121.58917,25.04585
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,7,2012,3,NA,17870000,529993.3884,6.358521387,39.07072418,9.50450723,309426,2771019,121.58894,25.04607
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,10,2012,3,NA,13650000,504852.8926,5.52665013,27.03732833,0,309450,2770995,121.58917,25.04585
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,14390000,532221.4876,5.52665013,27.03732833,0,309450,2770996,121.58917,25.04586
南港區,3,1,1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,1,2012,3,NA,19450000,626909.0909,5.750499123,35.30159114,8.264262811,309428,2771017,121.58896,25.04605
南港區,1,1,0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2012,9,2008,10,4,15650000,463930.5785,6.769919535,33.73464819,0,310218,2772338,121.59684,25.05795
南港區,3,1,1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,20580000,665004.9587,5.750499123,36.54183556,9.50450723,309424,2771021,121.58892,25.04609
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,20180000,653907.438,5.750499123,35.30159114,8.264262811,309454,2770992,121.58921,25.04582
信義區,1,1,0,地下一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,1,1,1,無,有,NA,2012,9,1991,10,21,5300000,452509.0909,2.692237885,11.71274729,0,307004,2768742,121.56484,25.02561
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,9,2012,3,NA,18350000,514469.4215,6.64892008,40.60439228,9.50450723,309420,2771025,121.58888,25.04612
南港區,3,1,0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,15988000,535682.6446,6.131647408,29.8445157,0,309423,2771022,121.58891,25.0461
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,10,2012,3,NA,15680000,525361.9835,6.131647408,29.8445157,0,309441,2771004,121.58908,25.04593
南港區,3,1,0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,9,2012,3,NA,16120000,518347.1074,6.425071087,31.09988505,0,309446,2771000,121.58913,25.0459
南港區,3,1,1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,18000000,498393.3884,6.64892008,40.60439228,9.50450723,309436,2771010,121.58904,25.04599
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,15880000,587328.9256,5.547825035,27.03732833,0,309424,2771022,121.58892,25.0461
中山區,1,1,0,一層，騎樓,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,9,1977,9,35,70000000,1683679.339,13.99056204,41.57541291,0,305128,2775124,121.54651,25.08329
中山區,1,1,0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,10,1978,4,34,34500000,834062.8099,9.335107992,41.36366386,0,303989,2772747,121.53512,25.06187
內湖區,2,1,1,七層，八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2012,9,1983,3,29,27000000,402776.8595,7.786314962,67.03369835,12.93786678,308651,2775233,121.58144,25.08414
中山區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2012,9,1984,8,28,9200000,339963.6364,8.09788856,27.06152822,0,303704,2773347,121.53232,25.0673
中山區,1,1,0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2012,10,2000,6,12,20000000,425110.7438,14.2446609,47.04761329,0,306323,2774601,121.55833,25.07853
南港區,1,1,0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,10,2006,11,6,22500000,631765.2893,7.093593079,35.61316474,0,311650,2772411,121.61104,25.05855
萬華區,1,1,0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,1,2,1,有,有,NA,2012,9,NA,NA,NA,20000000,794469.4215,4.973077621,25.17393672,0,299726,2769503,121.49275,25.03273
萬華區,1,1,1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,9,2011,11,1,31000000,443523.9669,12.36614435,69.89231048,0,300334,2768312,121.49874,25.02196
內湖區,1,2,1,一層,9,店面(店鋪),商業用,鋼筋混凝土造,0,1,2,有,有,NA,2012,10,1997,11,15,30000000,655517.3554,9.265533305,45.76501906,13.96333716,308794,2774403,121.58282,25.07664
中山區,1,1,0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,0,1,有,有,NA,2012,9,1990,10,22,18200000,557672.7273,1.836166737,32.63657814,0,302547,2772602,121.52083,25.06061
大同區,1,1,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,10,1986,4,26,21600000,561038.0165,7.241817412,38.49900175,0,302109,2772709,121.51649,25.0616
中正區,0,0,1,地下四層,14,其他,見使用執照,鋼筋混凝土造,0,0,0,有,有,NA,2012,10,1996,1,16,900000,NA,0.042349809,2.852562163,0,302238,2768662,121.51761,25.02506
文山區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,9,1987,12,25,15680000,354433.0579,21.78595196,44.24042592,0,306945,2766072,121.56415,25.0015
文山區,3,1,1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,9,2011,10,1,35700000,516505.7851,19.82878577,76.02093291,10.77500151,306792,2765486,121.56261,24.99622
中正區,3,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,10,1984,5,28,7880000,564945.4545,5.021477403,13.94821223,0,302264,2768624,121.51787,25.02471
文山區,1,1,0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2012,9,2009,3,3,11600000,463709.0909,5.829148769,25.01663743,0,305099,2764271,121.54579,24.98531
文山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,9,NA,NA,NA,10800000,432023.1405,8.545586545,24.99848751,0,305945,2763803,121.55415,24.98106
文山區,0,0,1,地下一層，地下三層,20,其他,見使用執照,鋼筋混凝土造,0,0,0,有,有,NA,2012,10,1995,4,17,1850000,NA,0.378123298,11.06540021,11.06540021,305476,2765762,121.54958,24.99876
文山區,1,1,1,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2012,10,1997,6,15,18000000,398119.0083,10.62980217,45.21144655,12.07272067,306878,2766299,121.56349,25.00356
文山區,3,1,0,一層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,3,1,2,有,有,NA,2012,9,1983,7,29,9600000,550251.2397,10.28495372,17.4450965,0,307726,2766135,121.57189,25.00204
大同區,2,1,0,四層,5,公寓(5樓含以下無電梯),NA,鋼筋混凝土造,0,1,1,無,無,NA,2012,9,1980,3,32,6100000,314542.1488,5.323976042,19.39318773,0,301984,2773779,121.51529,25.07126
文山區,1,1,1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,10,2010,7,2,17000000,368244.6281,18.62786617,46.16431726,9.676931454,308846,2764338,121.5829,24.98578
中山區,0,1,0,五層，陽台,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2012,8,1972,4,40,4300000,396287.6033,1.412668643,10.85062617,0,303177,2772213,121.52705,25.05708
中山區,1,1,0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,0,1,有,有,NA,2012,9,1996,7,16,5350000,503933.8843,0.922620848,10.61770222,0,303157,2771916,121.52685,25.0544
內湖區,2,2,1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,9,1998,9,14,21210000,404829.7521,6.234496945,52.38973925,0,309479,2773968,121.58959,25.07269
內湖區,1,1,2,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,8,2010,2,2,62500000,674089.2562,13.90586242,92.71583278,21.02365539,308909,2772474,121.58388,25.05922
中山區,1,1,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,無,NA,2012,9,2006,8,6,3875000,552803.3058,1.790791941,7.00889346,0,303067,2771463,121.52594,25.05031
中山區,2,1,0,六層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1,2,1,有,有,NA,2012,9,2006,7,6,15400000,829600,2.429064069,18.56434146,0,304236,2771798,121.53753,25.0533
大同區,3,1,1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,10,2007,5,5,25000000,454684.2975,15.23383145,54.98215258,0,302341,2774167,121.51884,25.07475
大同區,1,1,0,一層，騎樓,7,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1,1,1,有,無,NA,2012,9,1981,1,31,11680000,529371.9008,1.754492105,22.06425071,0,301548,2773517,121.51096,25.06891
松山區,2,1,0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0,0,0,無,有,NA,2012,9,1978,1,34,15895900,675897.5207,3.091536088,23.51926916,0,305290,2771556,121.54797,25.05107
松山區,2,1,0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0,0,0,無,有,NA,2012,9,1978,1,34,16514100,679722.314,3.152035816,24.29669066,0,305301,2771546,121.54808,25.05098
信義區,1,1,0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2012,9,1982,11,30,14000000,509814.876,5.762599068,27.46082643,0,307157,2768732,121.56636,25.02551
內湖區,0,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,9,1981,1,31,10800000,418112.3967,7.190392643,25.83035876,0,308377,2774715,121.5787,25.07948
中山區,1,1,0,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2012,9,2006,12,6,6500000,534188.4298,2.404864178,12.16649525,0,302791,2773296,121.52327,25.06687
內湖區,1,1,2,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,4,有,有,NA,2012,10,2012,6,0,73780000,785335.5372,16.43172606,114.2688608,25.67003448,309085,2772647,121.58563,25.06078
中山區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,10,1970,11,42,16400000,504700.8264,10.81432634,32.49440378,0,304312,2772548,121.53832,25.06007
內湖區,4,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2012,9,NA,NA,NA,9600000,409438.0165,8.760360578,23.44666949,0,307310,2775632,121.56816,25.0878
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,5,2012,3,NA,14690000,492191.7355,6.131647408,29.8445157,0,309439,2771006,121.58907,25.04595
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,1,2012,3,NA,15600000,522680.9917,6.131647408,29.8445157,0,309437,2771008,121.58905,25.04597
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,16300000,528919.0083,6.425071087,30.81856132,0,309438,2771007,121.58906,25.04596
南港區,3,1,1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2012,3,2012,3,0,22700000,562948.7603,6.64892008,40.32306855,9.50450723,309420,2771025,121.58888,25.04612
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,5,2012,3,NA,16500000,492214.876,6.358521387,38.10877851,8.264262811,309429,2771016,121.58897,25.04604
南港區,3,1,0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,14150000,523345.4545,5.52665013,27.03732833,0,309427,2771018,121.58895,25.04606
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,15320000,518185.124,6.131647408,29.56319197,0,309443,2771002,121.5891,25.04591
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2012,8,2012,3,0,19500000,533613.2231,5.750499123,36.54183556,9.50450723,309451,2770994,121.58918,25.04584
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,2,2012,3,0,12300000,578472.7273,4.313630589,21.26262932,0,309444,2771002,121.58911,25.04591
信義區,1,1,0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,9,NA,NA,NA,10450000,658509.0909,5.823098796,15.86907859,0,305906,2768551,121.55395,25.02392
信義區,1,1,0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2012,9,1972,2,40,13700000,549094.2149,8.848085184,24.95008772,0,307279,2768784,121.56757,25.02597
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,15870000,536786.7769,6.131647408,29.56319197,0,309449,2770997,121.58916,25.04587
南港區,3,1,0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,7,2012,3,NA,15960000,534743.8017,6.131647408,29.8445157,0,309449,2770996,121.58916,25.04586
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,11,2012,3,NA,19300000,609748.7603,5.841248714,36.89273398,9.50450723,309427,2771019,121.58895,25.04607
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,20300000,654647.9339,5.750499123,36.54183556,9.50450723,309437,2771008,121.58905,25.04597
南港區,3,1,1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,5,2012,3,NA,16750000,528895.8678,5.750499123,36.54183556,9.50450723,309451,2770995,121.58918,25.04585
南港區,3,1,1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,9,2012,3,NA,16840000,545170.2479,5.750499123,40.14761934,13.110291,309447,2770998,121.58914,25.04588
南港區,3,1,1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2011,1,2012,3,NA,19500000,566208.2645,6.358521387,39.35204792,9.50450723,309436,2771009,121.58904,25.04598
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,18690000,545890.9091,6.358521387,39.07072418,9.50450723,309420,2771025,121.58888,25.04612
南港區,3,1,1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,8,2012,3,NA,18500000,552806.6116,6.358521387,39.35204792,9.50450723,309448,2770997,121.58915,25.04587
南港區,3,1,0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,10,2012,3,NA,13340000,494667.7686,5.502450239,26.96775365,0,309429,2771016,121.58897,25.04604
南港區,3,1,0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2010,12,2012,3,NA,17900000,597623.1405,6.110472503,29.95039022,0,309449,2770996,121.58916,25.04586
